TGNR	has_bruker_maldi	code_count	codes	has_medianpeaks	csv_file_count	run_accession	sample_accession	experiment_accession	inferred_year	phylogroup	phylogroup_rough	best_mash_dist	ST	is_ST131	one_representative_per_case	papG_variant	amr_gene_count	amr_genes	amr_products	vitek_CIP_result	vitek_CTR_result	vitek_MER_result	vitek_NFT_result	vitek_FOT_result	mic_vitek_CIP	mic_vitek_CTR	mic_vitek_MER	mic_vitek_NFT	mic_vitek_FOT	etest_CIP_result	etest_CTR_result	mic_etest_CIP	mic_etest_CTR
721483-18	True	0		True	4	ERR10177564	SAMEA111331836	ERX9714033	2018	B2-2	B2	0.00159816	73	False	True	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721487-18	True	0		True	4	ERR10177565	SAMEA111331837	ERX9714034	2018	A	A	0.00537542	10	False	True	no papG	3	blaEC-8;blaTEM-1;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721500-18	True	0		True	4	ERR10177566	SAMEA111331838	ERX9714035	2018	B2-2	B2	0.010424	95	False	False	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721513-18	True	0		True	4	ERR10177567	SAMEA111331839	ERX9714036	2018	C	C	0.00530048	88	False	True	no papG	1	blaEC-13	class C extended-spectrum beta-lactamase EC-13	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721536-18	True	0		True	4	ERR10176502	SAMEA111331840	ERX9712971	2018	A	A	0.00441537	10	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721547-18	True	0		True	4	ERR10176503	SAMEA111331841	ERX9712972	2018	D3	D	0.0142263	38	False	True	no papG	4	aph(3'')-Ib;aph(6)-Id;blaEC-8;sul2	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;sulfonamide-resistant dihydropteroate synthase Sul2	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	=64	<=16	NA	NA	NA	NA
721553-18	True	0		True	4	ERR10176504	SAMEA111331842	ERX9712973	2018	C	C	0.0069065	1083	False	True	no papG_papGIII	1	blaEC-13	class C extended-spectrum beta-lactamase EC-13	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721589-18	True	0		True	4	ERR10176505	SAMEA111331843	ERX9712974	2018	B2-1	B2	0.0011038	131	True	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721595-18	True	0		True	4	ERR10176506	SAMEA111331844	ERX9712975	2018	B2-1	B2	0.00144126	131	True	True	no papG	2	blaEC-5;tet(A)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;tetracycline efflux MFS transporter Tet(A)	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
721596-18	True	0		True	4	ERR10176507	SAMEA111331845	ERX9712976	2018	D1	D	0.0143282	449	False	True	no papG	8	aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-1;dfrA7;qacEdelta1;sul1;sul2	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;trimethoprim-resistant dihydrofolate reductase DfrA7	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721597-18-wh	False	0		False	0	ERR10176508	SAMEA111331846	ERX9712977	2018	B2-1	B2	0.00172476	131	True	False	no papG	11	aadA5;ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;catB3;dfrA17;mph(A);qacEdelta1;sul1;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA17;type B-3 chloramphenicol O-acetyltransferase CatB3														
721600-18	True	0		True	4	ERR10176509	SAMEA111331847	ERX9712978	2018	D3	D	0.00327667	405	False	True	no papG	3	aac(3)-IIe;blaEC-8;tet(34)	aminoglycoside N-acetyltransferase AAC(3)-IIe;cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)														
721611-18-wh	False	0		False	0	ERR10176510	SAMEA111331848	ERX9712979	2018	C	C	0.0069136	1083	False	False	no papG_papGIII	1	blaEC-13	class C extended-spectrum beta-lactamase EC-13														
721640-18	True	0		True	4	ERR10176511	SAMEA111331849	ERX9712980	2018	D1	D	0.00538195	69	False	True	no papG	2	blaEC-8;fosA3	cephalosporin-hydrolyzing class C beta-lactamase EC-8;fosfomycin resistance glutathione transferase FosA3	sensibel	sensibel	sensibel	sensibel	resistent	<=0.25	<=1	<=0.25	<=16	>=256	NA	NA	NA	NA
721641-18	True	0		True	4	ERR10176512	SAMEA111331850	ERX9712981	2018	B1	B1	0.00870088	1308	False	True	no papG	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721644-18	True	0		True	4	ERR10176513	SAMEA111331851	ERX9712982	2018	B2-2	B2	0.00208336	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721649-18	True	0		True	4	ERR10176514	SAMEA111331852	ERX9712983	2018	B2-2	B2	0.0108225	420	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721656-18	True	0		True	4	ERR10176515	SAMEA111331853	ERX9712984	2018	B2-2	B2	0.0136545	1193	False	False	no papG	4	aph(3'')-Ib;aph(6)-Id;blaEC-5;sul2	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-5;sulfonamide-resistant dihydropteroate synthase Sul2	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721662-18	True	0		True	4	ERR10176516	SAMEA111331854	ERX9712985	2018	B2-2	B2	0.00958046	127	False	True	no papG_papGIII	5	aph(3'')-Ib;aph(6)-Id;blaEC-5;sul2;tet(B)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-5;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(B)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721669-18	True	0		True	4	ERR10176517	SAMEA111331855	ERX9712986	2018	B2-2	B2	0.0109049	550	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721672-18	True	0		True	4	ERR10176518	SAMEA111331856	ERX9712987	2018	B2-1	B2	0.00111911	131	True	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721673-18-wh2	False	0		False	0	ERR10176519	SAMEA111331857	ERX9712988	2018	B2-1	B2	0.011648	428	False	False	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
721680-18	True	0		True	4	ERR10176520	SAMEA111331858	ERX9712989	2018	D1	D	0.00428276	69	False	False	no papG	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721681-18	True	0		True	4	ERR10176521	SAMEA111331859	ERX9712990	2018	D1	D	0.00470245	69	False	True	no papG	9	aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-1;dfrA7;qacEdelta1;sul1;sul2;tet(A)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA7	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721705-18	True	0		True	4	ERR10176522	SAMEA111331860	ERX9712991	2018	B2-1	B2	0.00117279	131	True	False	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
721719-18	True	0		True	4	ERR10176523	SAMEA111331861	ERX9712992	2018	D3	D	0.0154703	38	False	True	no papG	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721720-18-wh	False	0		False	0	ERR10176524	SAMEA111331862	ERX9712993	2018	B1	B1	0.0102466	453	False	True	no papG	2	blaEC-13;tet(34)	class C extended-spectrum beta-lactamase EC-13;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)														
721740-18	True	0		True	4	ERR10176525	SAMEA111331863	ERX9712994	2018	B2-1	B2	0.00571484	131	True	False	no papG	2	blaEC-5;blaTEM-1	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1	resistent	sensibel	sensibel	sensibel	sensibel	=1	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721757-18	True	0		True	4	ERR10176526	SAMEA111331864	ERX9712995	2018	B2-2	B2	0.0104453	80	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721759-18	True	0		True	4	ERR10176527	SAMEA111331865	ERX9712996	2018	D1	D	0.00394497	69	False	True	no papG	6	aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-1;sul2;tet(A)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721773-18	True	0		True	4	ERR10176528	SAMEA111331866	ERX9712997	2018	B2-1	B2	0.0054802	131	True	False	no papG	2	blaCTX-M-15;blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15														
721786-18	True	0		True	4	ERR10176529	SAMEA111331867	ERX9712998	2018	E2	E	0.017196	57	False	True	no papG	5	aph(3'')-Ib;aph(6)-Id;blaEC-5;tet(34);tet(A)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721789-18	True	0		True	4	ERR10176530	SAMEA111331868	ERX9712999	2018	D1	D	0.00375311	69	False	True	no papG	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721792-18	True	0		True	4	ERR10176531	SAMEA111331869	ERX9713000	2018	B1	B1	0.0038938	58	False	False	no papG	3	blaEC-18;blaTEM-1;tet(34)	class A broad-spectrum beta-lactamase TEM-1;class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721794-18	True	0		True	4	ERR10176532	SAMEA111331870	ERX9713001	2018	D1	D	0.00436283	69	False	False	no papG	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8														
721814-18	True	0		True	4	ERR10176533	SAMEA111331871	ERX9713002	2018	F	F	0.0166117	62	False	True	no papG_papGII	10	aac(3)-IId;aadA2;aph(3'')-Ib;aph(6)-Id;blaEC-19;blaTEM-1;catA1;dfrA12;sul2;tet(34)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2;aminoglycoside N-acetyltransferase AAC(3)-IId;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;class A broad-spectrum beta-lactamase TEM-1;class C extended-spectrum beta-lactamase EC-19;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);sulfonamide-resistant dihydropteroate synthase Sul2;trimethoprim-resistant dihydrofolate reductase DfrA12;type A-1 chloramphenicol O-acetyltransferase	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721834-18	True	0		True	4	ERR10176534	SAMEA111331872	ERX9713003	2018	B2-2	B2	0.0111409	95	False	True	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721837-A-18	False	0		False	0	ERR10176535	SAMEA111331873	ERX9713004	2018	B2-2	B2	0.010719	978	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
721837-B-18	False	0		False	0	ERR10176536	SAMEA111331874	ERX9713005	2018	B2-2	B2	0.013428	1193	False	False	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5														
721861-18	True	0		True	4	ERR10176537	SAMEA111331875	ERX9713006	2018	A	A	0.00456457	10	False	False	no papG	11	aadA1;aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-235;dfrA1;qacEdelta1;sul1;sul2;tet(34);tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A beta-lactamase TEM-235;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721862-18	True	0		True	4	ERR10176538	SAMEA111331876	ERX9713007	2018	B2-2	B2	0.0122372	404	False	False	no papG	4	aadA1;blaEC-5;dfrA1;estX/sat2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;bifunctional putative esterase EstX/streptothricin N-acetyltransferase Sat1;cephalosporin-hydrolyzing class C beta-lactamase EC-5;trimethoprim-resistant dihydrofolate reductase DfrA1														
721872-19	False	0		False	0	ERR10176539	SAMEA111331877	ERX9713008	2019	B2-1	B2	0.00136078	131	True	True	no papG_papGII	14	aadA5;ant(3'')-Ih/aac(6')-IId;aph(3'')-Ib;aph(6)-Id;blaCTX-M-15;blaEC-5;blaOXA-1;catB3;dfrA17;mph(A);qacEdelta1;sul1;sul2;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA17;type B-3 chloramphenicol O-acetyltransferase CatB3	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	=32	<=16	NA	NA	NA	NA
721875-19	False	0		False	0	ERR10176540	SAMEA111331878	ERX9713009	2019	B2-1	B2	0.000840761	131	True	True	no papG	2	blaEC-5;blaTEM-1	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721878-19	False	0		False	0	ERR10176541	SAMEA111331879	ERX9713010	2019	B2-2	B2	0.0093217	1677	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721894-18	True	0		True	4	ERR10176542	SAMEA111331880	ERX9713011	2018	B2-2	B2	0.00903853	141	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721899-18	True	0		True	5	ERR10176543	SAMEA111331881	ERX9713012	2018	B2-1	B2	0.00149601	131	True	True	no papG_papGII	2	blaCTX-M-15;blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
721901-18	True	0		True	4	ERR10176544	SAMEA111331882	ERX9713013	2018	B1	B1	0.00832689	54	False	True	no papG	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721911-18	True	0		True	4	ERR10176545	SAMEA111331883	ERX9713014	2018	A	A	0.00687816	3877	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721912-18-wh	False	0		False	0	ERR10176546	SAMEA111331884	ERX9713015	2018	D1	D	0.00569157	69*	False	True	no papG	9	aac(3)-IId;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M-15;blaEC-8;blaTEM-1;sul2;tet(B)	aminoglycoside N-acetyltransferase AAC(3)-IId;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(3')-Ia;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;class A extended-spectrum beta-lactamase CTX-M-15;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(B)														
721913-18-wh	False	0		False	0	ERR10176547	SAMEA111331885	ERX9713016	2018	D1	D	0.00222188	69	False	True	no papG_papGII	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8														
721915-18-wh	False	0		False	0	ERR10176548	SAMEA111331886	ERX9713017	2018	B2-2	B2	0.00172476	73*	False	True	no papG_papGII	2	blaEC-5;blaTEM-2	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-2														
721916-18	True	0		True	4	ERR10176549	SAMEA111331887	ERX9713018	2018	B2-2	B2	0.00286107	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721925-18	True	0		True	4	ERR10176550	SAMEA111331888	ERX9713019	2018	B2-1	B2	0.00134525	131	True	True	no papG	11	aadA5;aph(3'')-Ib;aph(6)-Id;blaCTX-M-27;blaEC-5;dfrA17;mph(A);qacEdelta1;sul1;sul2;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-27;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA17	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
721930-18	True	0		True	4	ERR10176551	SAMEA111331889	ERX9713020	2018	D1	D	0.00223279	69	False	True	no papG_papGII	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721930-19	False	0		False	0	ERR10176552	SAMEA111331890	ERX9713021	2019	B2-2	B2	0.0104453	141	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
721932-19	False	0		False	0	ERR10176553	SAMEA111331891	ERX9713022	2019	B2-1	B2	0.00238632	131	True	False	no papG_papGII	12	aac(3)-IIe;aadA5;ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;catB3;dfrA17;mph(A);qacEdelta1;sul1;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;aminoglycoside N-acetyltransferase AAC(3)-IIe;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA17;type B-3 chloramphenicol O-acetyltransferase CatB3	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
